sample_index,num_false_negatives,num_false_positives,error_count,true_labels,predicted_labels,false_negative_labels,false_positive_labels,false_negative_probs,false_positive_probs
147304,2,5,7,Alkane | Amine | Sulfide,Alkane | Alkene | Amide | Arene | Ether | Sulfoxide,Amine | Sulfide,Alkene | Amide | Arene | Ether | Sulfoxide,Amine=0.0523 | Sulfide=0.0704,Alkene=0.9808 | Amide=0.9960 | Arene=0.7461 | Ether=0.8505 | Sulfoxide=0.9338
667882,3,4,7,Alkane | Alkene | Amine | Enamine | Sulfide,Alkane | Alkene | Amide | Arene | Ether | Haloalkane,Amine | Enamine | Sulfide,Amide | Arene | Ether | Haloalkane,Amine=0.0265 | Enamine=0.0013 | Sulfide=0.0425,Amide=0.9972 | Arene=0.2680 | Ether=0.3178 | Haloalkane=0.9897
500632,2,5,7,Alkane | Amide | Amine | Ether | Sulfoxide,Alkane | Amide | Ether | Haloalkane | Imide | Ketone | Nitrile | Sulfide,Amine | Sulfoxide,Haloalkane | Imide | Ketone | Nitrile | Sulfide,Amine=0.0530 | Sulfoxide=0.0000,Haloalkane=0.4666 | Imide=0.8562 | Ketone=0.7832 | Nitrile=0.9715 | Sulfide=0.9966
760426,3,4,7,Alkane | Amide | Amine | Haloalkane | Hydrazine | Sulfide,Alcohol | Alkane | Amide | Arene | Carboxylic acid | Ether | Sulfide,Amine | Haloalkane | Hydrazine,Alcohol | Arene | Carboxylic acid | Ether,Amine=0.0602 | Haloalkane=0.2200 | Hydrazine=0.0005,Alcohol=0.9989 | Arene=0.8015 | Carboxylic acid=0.9997 | Ether=0.3689
315865,3,4,7,Alkane | Amine | Arene | Haloalkane | Nitrile | Sulfide,Alkane | Alkene | Enamine | Ester | Ether | Haloalkane | Sulfide,Amine | Arene | Nitrile,Alkene | Enamine | Ester | Ether,Amine=0.2794 | Arene=0.0539 | Nitrile=0.0000,Alkene=0.9979 | Enamine=0.9992 | Ester=0.9957 | Ether=0.9775
286248,5,2,7,Acyl halide | Alkane | Alkene | Amine | Arene | Enamine | Haloalkane | Hydrazine,Alkane | Arene | Ether | Haloalkane | Sulfide,Acyl halide | Alkene | Amine | Enamine | Hydrazine,Ether | Sulfide,Acyl halide=0.0000 | Alkene=0.0000 | Amine=0.0150 | Enamine=0.0000 | Hydrazine=0.0000,Ether=0.8649 | Sulfide=0.9990
144816,2,5,7,Alkane | Alkene | Ester | Ether | Imine,Alkane | Alkene | Arene | Carbamate | Ether | Haloalkane | Ketone | Sulfide,Ester | Imine,Arene | Carbamate | Haloalkane | Ketone | Sulfide,Ester=0.1144 | Imine=0.0002,Arene=0.9899 | Carbamate=0.9998 | Haloalkane=0.9927 | Ketone=0.9794 | Sulfide=0.3623
722226,4,3,7,Alkane | Alkyne | Amine | Arene | Ester | Ether | Sulfone,Alkane | Amine | Arene | Haloalkane | Sulfide | Sulfonamide,Alkyne | Ester | Ether | Sulfone,Haloalkane | Sulfide | Sulfonamide,Alkyne=0.0000 | Ester=0.0000 | Ether=0.1043 | Sulfone=0.1780,Haloalkane=0.6936 | Sulfide=0.9999 | Sulfonamide=0.8893
739862,3,4,7,Alcohol | Alkane | Arene | Haloalkane | Imine | Sulfide,Alcohol | Alkane | Arene | Ester | Ether | Ketone | Phenol,Haloalkane | Imine | Sulfide,Ester | Ether | Ketone | Phenol,Haloalkane=0.1885 | Imine=0.0146 | Sulfide=0.0005,Ester=0.9777 | Ether=0.9723 | Ketone=0.9985 | Phenol=0.9999
585152,2,4,6,Alkane | Amide | Arene | Sulfide | Sulfonamide,Alkane | Arene | Ester | Ether | Haloalkane | Sulfide | Sulfone,Amide | Sulfonamide,Ester | Ether | Haloalkane | Sulfone,Amide=0.0005 | Sulfonamide=0.0127,Ester=0.8210 | Ether=0.6661 | Haloalkane=0.4740 | Sulfone=0.9980
304136,5,1,6,Alcohol | Alkane | Alkene | Amide | Carboxylic acid | Enamine | Haloalkane | Ketone | Phenol | Sulfide,Alcohol | Alkane | Amide | Carboxylic acid | Ether | Sulfide,Alkene | Enamine | Haloalkane | Ketone | Phenol,Ether,Alkene=0.0002 | Enamine=0.0004 | Haloalkane=0.2528 | Ketone=0.0000 | Phenol=0.0000,Ether=0.3076
673191,3,3,6,Alkane | Alkene | Amide | Arene | Ester | Ether,Alkane | Amide | Amine | Arene | Haloalkane | Ketone,Alkene | Ester | Ether,Amine | Haloalkane | Ketone,Alkene=0.0925 | Ester=0.0105 | Ether=0.2574,Amine=0.7281 | Haloalkane=0.8030 | Ketone=0.9961
284107,4,2,6,Alkane | Amide | Arene | Ether | Haloalkane,Alkane | Nitrile | Sulfide,Amide | Arene | Ether | Haloalkane,Nitrile | Sulfide,Amide=0.0001 | Arene=0.0452 | Ether=0.2438 | Haloalkane=0.3490,Nitrile=0.9996 | Sulfide=0.9955
129875,4,2,6,Alcohol | Alkane | Amide | Amine | Arene | Ether | Haloalkane | Phenol,Alcohol | Alkane | Alkene | Arene | Phenol | Sulfide,Amide | Amine | Ether | Haloalkane,Alkene | Sulfide,Amide=0.0020 | Amine=0.0241 | Ether=0.1580 | Haloalkane=0.2402,Alkene=0.9992 | Sulfide=0.5690
476457,3,3,6,Alcohol | Alkane | Alkene | Amide | Arene | Enamine | Sulfide,Alcohol | Alkane | Amide | Amine | Arene | Ether | Haloalkane,Alkene | Enamine | Sulfide,Amine | Ether | Haloalkane,Alkene=0.0000 | Enamine=0.0000 | Sulfide=0.0036,Amine=0.9202 | Ether=0.6875 | Haloalkane=0.8539
384254,4,2,6,Alkane | Arene | Carbamate | Ether | Haloalkane | Imide | Ketone,Alkane | Amide | Arene | Ester | Ether,Carbamate | Haloalkane | Imide | Ketone,Amide | Ester,Carbamate=0.0003 | Haloalkane=0.2608 | Imide=0.0930 | Ketone=0.3839,Amide=0.9989 | Ester=0.9803
166899,3,3,6,Alkane | Amide | Arene | Ester | Ether,Alkane | Alkene | Alkyne | Arene | Haloalkane,Amide | Ester | Ether,Alkene | Alkyne | Haloalkane,Amide=0.0644 | Ester=0.0000 | Ether=0.2006,Alkene=0.8793 | Alkyne=0.7201 | Haloalkane=0.8708
217727,5,1,6,Alkane | Alkene | Amine | Arene | Enamine | Ether | Haloalkane | Ketone,Alkane | Amide | Amine | Arene,Alkene | Enamine | Ether | Haloalkane | Ketone,Amide,Alkene=0.0000 | Enamine=0.0000 | Ether=0.0942 | Haloalkane=0.0801 | Ketone=0.0000,Amide=0.9982
599879,5,1,6,Alkane | Alkene | Amine | Arene | Enamine | Haloalkane | Ketone,Aldehyde | Alkane | Arene,Alkene | Amine | Enamine | Haloalkane | Ketone,Aldehyde,Alkene=0.0000 | Amine=0.1891 | Enamine=0.0007 | Haloalkane=0.1513 | Ketone=0.0000,Aldehyde=0.9936
296597,5,1,6,Alcohol | Alkane | Amide | Amine | Arene | Ether | Phenol,Amide | Arene | Haloalkane,Alcohol | Alkane | Amine | Ether | Phenol,Haloalkane,Alcohol=0.0000 | Alkane=0.0088 | Amine=0.0190 | Ether=0.0472 | Phenol=0.0009,Haloalkane=0.4258
195700,3,3,6,Alcohol | Alkene | Amine | Carboxylic acid | Haloalkane,Alcohol | Alkane | Arene | Carboxylic acid | Ether,Alkene | Amine | Haloalkane,Alkane | Arene | Ether,Alkene=0.4872 | Amine=0.2772 | Haloalkane=0.3356,Alkane=0.2478 | Arene=0.9830 | Ether=0.4000
472167,3,3,6,Alkane | Alkene | Amine | Enamine | Haloalkane | Ketone | Nitrile,Alkane | Alkene | Arene | Ether | Haloalkane | Nitrile | Sulfide,Amine | Enamine | Ketone,Arene | Ether | Sulfide,Amine=0.0865 | Enamine=0.3099 | Ketone=0.2888,Arene=0.9123 | Ether=0.3265 | Sulfide=0.9078
767258,5,1,6,Alcohol | Alkane | Alkene | Amine | Arene | Enamine | Ester | Ether | Haloalkane | Ketone,Alcohol | Alkane | Amine | Arene | Haloalkane | Sulfide,Alkene | Enamine | Ester | Ether | Ketone,Sulfide,Alkene=0.0092 | Enamine=0.0408 | Ester=0.0009 | Ether=0.1244 | Ketone=0.0000,Sulfide=0.9988
87121,6,0,6,Alkane | Alkene | Amide | Amine | Arene | Enamine | Ether | Hydrazone,Alkane | Arene,Alkene | Amide | Amine | Enamine | Ether | Hydrazone,,Alkene=0.0000 | Amide=0.0000 | Amine=0.0717 | Enamine=0.0000 | Ether=0.1719 | Hydrazone=0.0000,
378208,5,1,6,Alkane | Alkene | Amide | Amine | Arene | Enamine | Ether | Hydrazone | Sulfide,Alkane | Amine | Arene | Ether | Haloalkane,Alkene | Amide | Enamine | Hydrazone | Sulfide,Haloalkane,Alkene=0.0000 | Amide=0.0000 | Enamine=0.0000 | Hydrazone=0.0000 | Sulfide=0.0000,Haloalkane=0.9623
633394,4,2,6,Alcohol | Alkane | Alkene | Amine | Arene | Enol | Ketone | Thioamide,Alcohol | Alkane | Amide | Amine | Arene | Ether,Alkene | Enol | Ketone | Thioamide,Amide | Ether,Alkene=0.0029 | Enol=0.0009 | Ketone=0.0001 | Thioamide=0.0004,Amide=0.9991 | Ether=0.8370
457832,3,3,6,Alcohol | Aldehyde | Alkane | Amide | Arene | Carboxylic acid | Sulfone,Alcohol | Alkane | Amine | Arene | Carboxylic acid | Ether | Sulfonamide,Aldehyde | Amide | Sulfone,Amine | Ether | Sulfonamide,Aldehyde=0.0002 | Amide=0.0108 | Sulfone=0.0136,Amine=0.9993 | Ether=0.4520 | Sulfonamide=0.9924
164522,4,2,6,Alkane | Alkene | Amide | Arene | Carbamate | Ether | Sulfide,Alkane | Amine | Carbamate | Ether | Haloalkane,Alkene | Amide | Arene | Sulfide,Amine | Haloalkane,Alkene=0.7360 | Amide=0.0000 | Arene=0.0296 | Sulfide=0.0000,Amine=0.7335 | Haloalkane=0.4789
104027,2,4,6,Alkene | Amide | Arene,Alkane | Arene | Ether | Hydrazone | Sulfide,Alkene | Amide,Alkane | Ether | Hydrazone | Sulfide,Alkene=0.0364 | Amide=0.0016,Alkane=0.1244 | Ether=0.3348 | Hydrazone=0.9849 | Sulfide=0.4251
289837,2,4,6,Arene | Imine | Sulfide,Alkane | Arene | Ester | Ether | Ketone,Imine | Sulfide,Alkane | Ester | Ether | Ketone,Imine=0.0000 | Sulfide=0.1567,Alkane=0.6741 | Ester=0.7551 | Ether=0.7840 | Ketone=0.9949
612260,4,2,6,Alkane | Alkene | Amine | Enamine | Haloalkane | Hydrazine | Hydrazone,Alkane | Amine | Ether | Haloalkane | Sulfide,Alkene | Enamine | Hydrazine | Hydrazone,Ether | Sulfide,Alkene=0.0000 | Enamine=0.0000 | Hydrazine=0.0001 | Hydrazone=0.0003,Ether=0.9050 | Sulfide=0.9807
496667,3,3,6,Alkane | Amide | Amine | Arene | Sulfide | Thioamide,Alkane | Arene | Ether | Haloalkane | Ketone | Sulfide,Amide | Amine | Thioamide,Ether | Haloalkane | Ketone,Amide=0.0019 | Amine=0.0042 | Thioamide=0.0026,Ether=0.4106 | Haloalkane=0.6701 | Ketone=0.9643
374435,3,3,6,Alkane | Arene | Haloalkane | Imine | Sulfide,Alcohol | Alkane | Arene | Ether | Phenol,Haloalkane | Imine | Sulfide,Alcohol | Ether | Phenol,Haloalkane=0.2836 | Imine=0.0000 | Sulfide=0.0075,Alcohol=0.9963 | Ether=0.6063 | Phenol=0.9885
145906,6,0,6,Alcohol | Alkane | Alkene | Amine | Arene | Azo compound | Haloalkane | Ketone | Sulfide,Alcohol | Alkane | Sulfide,Alkene | Amine | Arene | Azo compound | Haloalkane | Ketone,,Alkene=0.0000 | Amine=0.0054 | Arene=0.1103 | Azo compound=0.0001 | Haloalkane=0.1219 | Ketone=0.0000,
716277,5,1,6,Alkane | Alkene | Alkyne | Amine | Arene | Enamine | Haloalkane | Ketone,Alkane | Amine | Arene | Ether,Alkene | Alkyne | Enamine | Haloalkane | Ketone,Ether,Alkene=0.0596 | Alkyne=0.0000 | Enamine=0.0811 | Haloalkane=0.2871 | Ketone=0.0000,Ether=0.4176
539257,3,3,6,Alkane | Alkene | Amide | Arene | Imide | Nitrile,Alkane | Amide | Arene | Carbamate | Ether | Haloalkane,Alkene | Imide | Nitrile,Carbamate | Ether | Haloalkane,Alkene=0.7866 | Imide=0.0000 | Nitrile=0.0001,Carbamate=0.9876 | Ether=0.9610 | Haloalkane=0.6352
642418,3,3,6,Alkane | Amine | Ester | Ether | Sulfide,Alkane | Amine | Arene | Haloalkane | Sulfonamide,Ester | Ether | Sulfide,Arene | Haloalkane | Sulfonamide,Ester=0.0001 | Ether=0.0756 | Sulfide=0.0363,Arene=0.2587 | Haloalkane=0.9722 | Sulfonamide=0.8245
107326,2,4,6,Alcohol | Alkane | Amide | Amine | Arene | Haloalkane | Phenol,Alcohol | Alkane | Alkene | Arene | Enol | Ether | Haloalkane | Ketone | Phenol,Amide | Amine,Alkene | Enol | Ether | Ketone,Amide=0.2263 | Amine=0.0040,Alkene=0.9979 | Enol=0.9919 | Ether=0.6366 | Ketone=0.9954
495500,5,1,6,Alcohol | Alkane | Alkene | Amine | Enol | Haloalkane | Ketone | Sulfide | Sulfonamide,Alcohol | Alkane | Amine | Phenol | Sulfide,Alkene | Enol | Haloalkane | Ketone | Sulfonamide,Phenol,Alkene=0.0000 | Enol=0.0000 | Haloalkane=0.2476 | Ketone=0.0000 | Sulfonamide=0.1378,Phenol=0.9343
270301,2,4,6,Alkane | Amide | Amine,Alcohol | Amide | Arene | Carboxylic acid | Haloalkane,Alkane | Amine,Alcohol | Arene | Carboxylic acid | Haloalkane,Alkane=0.0431 | Amine=0.0292,Alcohol=0.8046 | Arene=0.9137 | Carboxylic acid=0.9960 | Haloalkane=0.7157
719901,3,3,6,Alkane | Alkene | Amine | Arene | Enamine | Sulfonic acid,Alkane | Amide | Amine | Arene | Haloalkane | Sulfonamide,Alkene | Enamine | Sulfonic acid,Amide | Haloalkane | Sulfonamide,Alkene=0.0002 | Enamine=0.0000 | Sulfonic acid=0.0000,Amide=0.9996 | Haloalkane=0.5874 | Sulfonamide=0.9305
770029,4,2,6,Alkane | Alkene | Amine | Arene | Ether | Haloalkane | Hydrazone,Alkane | Amine | Arene | Nitrile | Sulfide,Alkene | Ether | Haloalkane | Hydrazone,Nitrile | Sulfide,Alkene=0.0003 | Ether=0.2051 | Haloalkane=0.3934 | Hydrazone=0.0247,Nitrile=0.6541 | Sulfide=0.6535
288085,4,2,6,Alcohol | Alkane | Amide | Amine | Arene | Ether,Alkane | Amine | Haloalkane | Sulfide,Alcohol | Amide | Arene | Ether,Haloalkane | Sulfide,Alcohol=0.1489 | Amide=0.0000 | Arene=0.0831 | Ether=0.1494,Haloalkane=0.9279 | Sulfide=0.9941
118890,2,4,6,Alkane | Alkene | Amide | Amine | Arene,Alcohol | Alkane | Amide | Arene | Ether | Haloalkane | Phenol,Alkene | Amine,Alcohol | Ether | Haloalkane | Phenol,Alkene=0.0000 | Amine=0.0428,Alcohol=0.9988 | Ether=0.3408 | Haloalkane=0.5530 | Phenol=0.9998
635396,4,2,6,Alcohol | Alkane | Alkene | Amide | Arene | Enol | Ester | Ether | Haloalkane,Alcohol | Alkane | Arene | Enol | Ether | Ketone | Phenol,Alkene | Amide | Ester | Haloalkane,Ketone | Phenol,Alkene=0.1854 | Amide=0.0000 | Ester=0.0482 | Haloalkane=0.3324,Ketone=0.6419 | Phenol=0.9204
577883,4,2,6,Alcohol | Alkane | Arene | Haloalkane | Nitrile | Sulfide,Alcohol | Alkane | Alkene | Amine,Arene | Haloalkane | Nitrile | Sulfide,Alkene | Amine,Arene=0.0396 | Haloalkane=0.1533 | Nitrile=0.0021 | Sulfide=0.0492,Alkene=0.9485 | Amine=0.6084
672625,2,4,6,Alkane | Amine | Haloalkane,Alkane | Alkene | Amide | Ester | Ether,Amine | Haloalkane,Alkene | Amide | Ester | Ether,Amine=0.5844 | Haloalkane=0.1091,Alkene=0.9955 | Amide=0.9961 | Ester=0.9895 | Ether=0.9625
647548,2,4,6,Alkane | Alkene | Amine | Enamine | Haloalkane | Imine,Alkane | Amine | Arene | Ester | Ether | Haloalkane | Imine | Sulfide,Alkene | Enamine,Arene | Ester | Ether | Sulfide,Alkene=0.0053 | Enamine=0.0000,Arene=0.9603 | Ester=0.9960 | Ether=0.9977 | Sulfide=0.8727
728743,2,4,6,Alcohol | Alkane | Amine | Arene | Haloalkane,Alcohol | Alkane | Alkene | Amide | Arene | Ether | Phenol,Amine | Haloalkane,Alkene | Amide | Ether | Phenol,Amine=0.0112 | Haloalkane=0.0069,Alkene=0.9994 | Amide=0.9983 | Ether=0.4153 | Phenol=0.9696
428302,4,2,6,Alkane | Alkene | Amide | Amine | Arene | Enamine | Haloalkane | Imine,Alkane | Amide | Amine | Arene | Ester | Ether,Alkene | Enamine | Haloalkane | Imine,Ester | Ether,Alkene=0.0000 | Enamine=0.0000 | Haloalkane=0.1076 | Imine=0.0000,Ester=1.0000 | Ether=0.9995
523968,5,1,6,Alcohol | Alkane | Alkene | Amide | Arene | Ether | Haloalkane | Imide | Phenol | Sulfide,Alcohol | Alkane | Arene | Carbamate | Ether | Phenol,Alkene | Amide | Haloalkane | Imide | Sulfide,Carbamate,Alkene=0.0950 | Amide=0.3538 | Haloalkane=0.2178 | Imide=0.0007 | Sulfide=0.0036,Carbamate=0.9326
42232,6,0,6,Alkane | Amine | Arene | Ester | Ether | Hydrazine | Ketone | Sulfide,Alkane | Amine,Arene | Ester | Ether | Hydrazine | Ketone | Sulfide,,Arene=0.0489 | Ester=0.0000 | Ether=0.2762 | Hydrazine=0.1176 | Ketone=0.0000 | Sulfide=0.0083,
351675,4,2,6,Aldehyde | Amine | Arene | Haloalkane | Sulfide,Alkane | Alkene | Arene,Aldehyde | Amine | Haloalkane | Sulfide,Alkane | Alkene,Aldehyde=0.0000 | Amine=0.0158 | Haloalkane=0.1483 | Sulfide=0.0001,Alkane=0.5967 | Alkene=0.9857
341523,5,1,6,Alcohol | Alkane | Amine | Ester | Ether | Sulfide | Sulfonamide,Alcohol | Alkane | Haloalkane,Amine | Ester | Ether | Sulfide | Sulfonamide,Haloalkane,Amine=0.0295 | Ester=0.0000 | Ether=0.1095 | Sulfide=0.1922 | Sulfonamide=0.0028,Haloalkane=0.8736
606669,3,3,6,Alcohol | Alkene | Amide | Arene | Enol | Haloalkane,Alcohol | Alkane | Amine | Arene | Ether | Haloalkane,Alkene | Amide | Enol,Alkane | Amine | Ether,Alkene=0.1548 | Amide=0.0000 | Enol=0.7443,Alkane=0.6204 | Amine=0.9953 | Ether=0.3763
96019,6,0,6,Alkane | Alkene | Amide | Amine | Arene | Enamine | Ether | Thioamide,Alkane | Arene,Alkene | Amide | Amine | Enamine | Ether | Thioamide,,Alkene=0.0342 | Amide=0.0856 | Amine=0.3661 | Enamine=0.0001 | Ether=0.1363 | Thioamide=0.0023,
678116,1,5,6,Alkane | Amine | Sulfide,Alkane | Amine | Arene | Ester | Ether | Hydrazine | Thioamide,Sulfide,Arene | Ester | Ether | Hydrazine | Thioamide,Sulfide=0.2285,Arene=0.4345 | Ester=0.9999 | Ether=0.9996 | Hydrazine=0.9999 | Thioamide=0.7324
790344,3,3,6,Alkane | Arene | Ester | Ether | Haloalkane | Sulfide,Alkane | Amide | Arene | Haloalkane | Hydrazone | Ketone,Ester | Ether | Sulfide,Amide | Hydrazone | Ketone,Ester=0.0029 | Ether=0.2114 | Sulfide=0.0198,Amide=0.8423 | Hydrazone=0.7226 | Ketone=0.9734
87537,6,0,6,Alkane | Amine | Arene | Ester | Ether | Haloalkane | Hydrazine | Ketone | Sulfonate,Alkane | Ether | Sulfonate,Amine | Arene | Ester | Haloalkane | Hydrazine | Ketone,,Amine=0.0045 | Arene=0.1351 | Ester=0.4242 | Haloalkane=0.1522 | Hydrazine=0.0000 | Ketone=0.1868,
705073,3,3,6,Alkane | Amine | Ether | Sulfide | Sulfoxide,Alkane | Amine | Arene | Haloalkane | Nitrile,Ether | Sulfide | Sulfoxide,Arene | Haloalkane | Nitrile,Ether=0.0791 | Sulfide=0.0005 | Sulfoxide=0.0000,Arene=0.9274 | Haloalkane=0.9959 | Nitrile=0.9737
506736,5,1,6,Alkane | Alkene | Amine | Arene | Enamine | Ketone | Nitrile,Alkane | Alkene | Sulfide,Amine | Arene | Enamine | Ketone | Nitrile,Sulfide,Amine=0.0047 | Arene=0.0231 | Enamine=0.0000 | Ketone=0.0000 | Nitrile=0.4693,Sulfide=0.9996
119547,4,2,6,Alcohol | Alkane | Alkene | Amide | Arene | Enol | Ester | Ether | Ketone,Alcohol | Alkane | Amide | Arene | Ether | Phenol | Sulfide,Alkene | Enol | Ester | Ketone,Phenol | Sulfide,Alkene=0.0001 | Enol=0.0003 | Ester=0.0022 | Ketone=0.0000,Phenol=0.9973 | Sulfide=0.9996
272033,2,4,6,Alcohol | Alkane | Amide | Amine | Arene | Imine | Ketone,Alcohol | Alkane | Amide | Amine | Arene | Ether | Haloalkane | Hydrazine | Sulfide,Imine | Ketone,Ether | Haloalkane | Hydrazine | Sulfide,Imine=0.1203 | Ketone=0.0767,Ether=0.4419 | Haloalkane=0.4860 | Hydrazine=0.9931 | Sulfide=0.6638
309008,3,3,6,Alkane | Amide | Amine | Arene | Sulfide,Alkane | Arene | Ester | Ether | Ketone,Amide | Amine | Sulfide,Ester | Ether | Ketone,Amide=0.0000 | Amine=0.0037 | Sulfide=0.0501,Ester=1.0000 | Ether=0.9999 | Ketone=0.6899
672721,4,2,6,Alkane | Alkene | Amine | Arene | Haloalkane | Ketone | Sulfide,Alkane | Amide | Arene | Haloalkane | Nitrile,Alkene | Amine | Ketone | Sulfide,Amide | Nitrile,Alkene=0.0000 | Amine=0.0021 | Ketone=0.0000 | Sulfide=0.2056,Amide=0.9911 | Nitrile=0.9996
14485,3,3,6,Alkane | Alkene | Arene | Ketone,Alkane | Amide | Ester | Ether,Alkene | Arene | Ketone,Amide | Ester | Ether,Alkene=0.0000 | Arene=0.0295 | Ketone=0.0003,Amide=0.6556 | Ester=0.9998 | Ether=0.9951
422099,3,3,6,Alkane | Ester | Ether | Haloalkane,Alkane | Alkene | Arene | Nitrile,Ester | Ether | Haloalkane,Alkene | Arene | Nitrile,Ester=0.0000 | Ether=0.2760 | Haloalkane=0.1774,Alkene=0.9997 | Arene=0.9195 | Nitrile=0.9992
447349,4,2,6,Alkene | Amide | Amine | Arene | Haloalkane | Hydrazine | Imide,Alkane | Amine | Arene | Ether | Haloalkane,Alkene | Amide | Hydrazine | Imide,Alkane | Ether,Alkene=0.0005 | Amide=0.0000 | Hydrazine=0.0004 | Imide=0.5368,Alkane=0.2167 | Ether=0.4014
265589,3,3,6,Alcohol | Alkane | Alkyne | Arene | Haloalkane | Sulfone,Alcohol | Alkane | Arene | Phenol | Sulfide | Sulfonamide,Alkyne | Haloalkane | Sulfone,Phenol | Sulfide | Sulfonamide,Alkyne=0.0126 | Haloalkane=0.1690 | Sulfone=0.1931,Phenol=0.9863 | Sulfide=0.8637 | Sulfonamide=0.9994
587898,4,2,6,Alkane | Alkene | Amide | Amine | Arene | Enamine | Ester | Ether | Sulfonamide,Alkane | Alkene | Amide | Arene | Enamine | Sulfide | Sulfone,Amine | Ester | Ether | Sulfonamide,Sulfide | Sulfone,Amine=0.0893 | Ester=0.1839 | Ether=0.1781 | Sulfonamide=0.7290,Sulfide=0.6951 | Sulfone=0.9869
8658,4,2,6,Alkane | Alkene | Amide | Arene | Ketone | Sulfide,Alkane | Arene | Ester | Ether,Alkene | Amide | Ketone | Sulfide,Ester | Ether,Alkene=0.1366 | Amide=0.0000 | Ketone=0.0024 | Sulfide=0.2451,Ester=1.0000 | Ether=1.0000
495160,3,3,6,Alkane | Arene | Ether | Haloalkane,Alkane | Amide | Imide | Ketone,Arene | Ether | Haloalkane,Amide | Imide | Ketone,Arene=0.1324 | Ether=0.1246 | Haloalkane=0.1801,Amide=0.9478 | Imide=0.9800 | Ketone=0.9860
595706,4,2,6,Alkane | Alkene | Amine | Arene | Ester | Ether | Sulfonamide,Alkane | Alkene | Ether | Haloalkane | Sulfone,Amine | Arene | Ester | Sulfonamide,Haloalkane | Sulfone,Amine=0.0147 | Arene=0.0953 | Ester=0.6932 | Sulfonamide=0.0012,Haloalkane=0.7608 | Sulfone=0.9994
310644,6,0,6,Alcohol | Alkane | Alkene | Amine | Arene | Carboxylic acid | Enamine | Ether | Ketone,Alcohol | Arene | Carboxylic acid,Alkane | Alkene | Amine | Enamine | Ether | Ketone,,Alkane=0.0311 | Alkene=0.0558 | Amine=0.0350 | Enamine=0.0127 | Ether=0.0391 | Ketone=0.0000,
100356,3,3,6,Alkane | Alkene | Ester | Ether,Alkane | Amide | Hydrazone | Nitrile,Alkene | Ester | Ether,Amide | Hydrazone | Nitrile,Alkene=0.6254 | Ester=0.0011 | Ether=0.1325,Amide=0.7193 | Hydrazone=0.8895 | Nitrile=0.9509
399771,2,4,6,Alkane | Arene | Ether | Haloalkane | Sulfoxide,Alkane | Alkyne | Amide | Arene | Haloalkane | Ketone | Sulfide,Ether | Sulfoxide,Alkyne | Amide | Ketone | Sulfide,Ether=0.2640 | Sulfoxide=0.0001,Alkyne=0.8250 | Amide=0.9914 | Ketone=0.9235 | Sulfide=1.0000
236079,4,2,6,Alcohol | Alkane | Amide | Arene | Haloalkane | Phenol,Alcohol | Aldehyde | Alkane | Ether,Amide | Arene | Haloalkane | Phenol,Aldehyde | Ether,Amide=0.0065 | Arene=0.0160 | Haloalkane=0.0390 | Phenol=0.6730,Aldehyde=0.9417 | Ether=0.6384
255534,4,2,6,Alkane | Amide | Arene | Carbamate | Ether | Imide,Alkane | Amine | Arene | Haloalkane,Amide | Carbamate | Ether | Imide,Amine | Haloalkane,Amide=0.5764 | Carbamate=0.0000 | Ether=0.1907 | Imide=0.3884,Amine=0.7883 | Haloalkane=0.4764
231238,4,2,6,Alcohol | Alkane | Arene | Carbamate | Ether | Sulfide,Alcohol | Alkane | Amide | Phenol,Arene | Carbamate | Ether | Sulfide,Amide | Phenol,Arene=0.0948 | Carbamate=0.0000 | Ether=0.1751 | Sulfide=0.0253,Amide=1.0000 | Phenol=0.8565
217044,3,3,6,Alcohol | Alkane | Arene | Ketone | Phenol | Sulfide,Alcohol | Alkane | Amine | Arene | Ether | Haloalkane,Ketone | Phenol | Sulfide,Amine | Ether | Haloalkane,Ketone=0.0000 | Phenol=0.7952 | Sulfide=0.2365,Amine=0.9998 | Ether=0.9424 | Haloalkane=0.6351
605071,5,1,6,Alkane | Alkene | Amine | Enamine | Ether | Hydrazine | Hydrazone,Alkane | Amine | Haloalkane,Alkene | Enamine | Ether | Hydrazine | Hydrazone,Haloalkane,Alkene=0.0000 | Enamine=0.0000 | Ether=0.1918 | Hydrazine=0.0000 | Hydrazone=0.0000,Haloalkane=0.8450
383452,3,3,6,Alcohol | Alkane | Amine | Arene | Haloalkane | Phenol | Sulfone,Alcohol | Alkane | Alkene | Amine | Arene | Ether | Ketone,Haloalkane | Phenol | Sulfone,Alkene | Ether | Ketone,Haloalkane=0.3020 | Phenol=0.0059 | Sulfone=0.0000,Alkene=0.9555 | Ether=0.5655 | Ketone=0.8605
603473,3,3,6,Alkane | Alkene | Amine | Hydrazone | Thioamide,Alkane | Amide | Ether | Haloalkane | Hydrazone,Alkene | Amine | Thioamide,Amide | Ether | Haloalkane,Alkene=0.8199 | Amine=0.3197 | Thioamide=0.3699,Amide=0.8333 | Ether=0.6278 | Haloalkane=0.7825
190662,4,2,6,Alcohol | Alkane | Alkene | Amine | Enamine | Ester | Ether | Ketone,Alcohol | Alkane | Arene | Ester | Ether | Phenol,Alkene | Amine | Enamine | Ketone,Arene | Phenol,Alkene=0.0000 | Amine=0.0029 | Enamine=0.0000 | Ketone=0.0000,Arene=0.4512 | Phenol=0.9972
