searched_formula,selected,test_index,case_type,true_labels,predicted_binary_labels,source_file,source_row,global_index,formula,smiles
C23H24O3,0,78587,false negative,Alkane; Arene; Ether; Ketone,Alkane; Arene,aligned_chunk_214.parquet,901,419544,C23H24O3,Cc1c(C(=O)C2CCCCC2)oc2ccc(OCc3ccccc3)cc12
C13H18BrNO2,0,28380,false negative,Alkane; Ester; Ether; Haloalkane,Alkane; Ester; Ether,aligned_chunk_30.parquet,1551,549888,C13H18BrNO2,O=C(CCCCCBr)OCCc1ccccn1
C13H18BrNO2,0,44838,correct,Alkane; Amine; Arene; Ester; Ether; Haloalkane,Alkane; Amine; Arene; Ester; Ether; Haloalkane,aligned_chunk_140.parquet,2989,155472,C13H18BrNO2,CCC(C)Nc1cc(Br)cc(C(=O)OC)c1C
C13H18BrNO2,1,49120,mixed error,Alkane; Amine; Arene; Ether; Haloalkane,Alkane; Amine; Arene; Haloalkane; Sulfide,aligned_chunk_109.parquet,1778,40737,C13H18BrNO2,COCCN1CCC(Oc2ccccc2Br)C1
C13H18BrNO2,0,56761,correct,Alkane; Arene; Carbamate; Ether; Haloalkane,Alkane; Arene; Carbamate; Ether; Haloalkane,aligned_chunk_60.parquet,1090,656319,C13H18BrNO2,CC(C)(C)OC(=O)NCCc1ccccc1Br
C13H18BrNO2,0,71261,correct,Alkane; Arene; Carbamate; Ether; Haloalkane,Alkane; Arene; Carbamate; Ether; Haloalkane,aligned_chunk_162.parquet,2001,232482,C13H18BrNO2,C[C@@H](NC(=O)OC(C)(C)C)c1ccc(Br)cc1
C13H18BrNO2,0,74021,false negative,Alkane; Amine; Arene; Ether; Haloalkane,Alkane; Amine; Arene; Ether,aligned_chunk_137.parquet,769,140292,C13H18BrNO2,Cc1cc(OCCN2CCOCC2)ccc1Br
C13H18BrNO2,0,78676,false positive,Alkane; Arene; Carbamate; Ether; Haloalkane,Alkane; Arene; Carbamate; Ester; Ether; Haloalkane,aligned_chunk_165.parquet,555,240819,C13H18BrNO2,CC(C)(C)OC(=O)NCCc1cccc(Br)c1
C8H11NO3,0,5734,false positive,Alkane; Ether,Alkane; Alkene; Arene; Ether,aligned_chunk_71.parquet,2358,696253,C8H11NO3,COCOc1cncc(OC)c1
C8H11NO3,0,12941,false negative,Alcohol; Alkane; Carboxylic acid; Ketone; Nitrile,Alcohol; Alkane; Carboxylic acid; Nitrile,aligned_chunk_223.parquet,2806,453844,C8H11NO3,N#CCCC(=O)CCCC(=O)O
C8H11NO3,0,17898,mixed error,Alkane; Alkene; Amide; Carbamate; Ether; Imide,Alkane; Amide; Arene; Imide,aligned_chunk_78.parquet,2150,718631,C8H11NO3,CCC=CC(=O)N1CCOC1=O
C8H11NO3,0,28901,correct,Alkane; Ester; Ether; Ketone; Nitrile,Alkane; Ester; Ether; Ketone; Nitrile,aligned_chunk_73.parquet,1635,701989,C8H11NO3,CCOC(=O)CC(=O)CCC#N
C8H11NO3,0,38746,mixed error,Alkane; Alkene; Amine; Ether,Acyl halide; Alkane; Haloalkane,aligned_chunk_188.parquet,253,321883,C8H11NO3,CC12C=CC(C)(O1)C([N+](=O)[O-])C2
C8H11NO3,1,50283,mixed error,Alkane; Alkene; Amide; Ester; Ether,Alkane; Amine; Arene; Carbamate; Ether,aligned_chunk_167.parquet,427,247231,C8H11NO3,COC(=O)CCC1=CCNC1=O
C12H12N2OS,1,14528,mixed error,Amine; Arene; Sulfoxide,Amine; Arene; Sulfide,aligned_chunk_22.parquet,982,439088,C12H12N2OS,Nc1ccc(S(=O)c2ccc(N)cc2)cc1
C12H12N2OS,0,16953,false negative,Alkane; Amide; Amine; Arene; Sulfide,Amide; Amine; Arene,aligned_chunk_240.parquet,2728,515274,C12H12N2OS,Nc1ccc(NC(=O)Cc2cccs2)cc1
C12H12N2OS,0,38358,false positive,Alkane; Arene; Sulfide,Alkane; Amine; Arene; Ketone; Sulfide; Thioamide,aligned_chunk_108.parquet,2895,38627,C12H12N2OS,O=c1[nH]ccnc1SCCc1ccccc1
C12H12N2OS,0,48568,correct,Alcohol; Alkane; Alkene; Amine; Arene; Sulfide,Alcohol; Alkane; Alkene; Amine; Arene; Sulfide,aligned_chunk_15.parquet,1163,186154,C12H12N2OS,OCC=Cc1csc(Nc2ccccc2)n1
C10H16O5,1,10888,false negative,Alcohol; Alkane; Alkene; Ester; Ether,Alcohol; Alkane; Ester; Ether,aligned_chunk_166.parquet,2748,246308,C10H16O5,C=C[C@@H]1C[C@](O)(C(=O)OC)C[C@@H](O)[C@H]1O
C10H16O5,0,21189,false positive,Alcohol; Alkane; Ester; Ether,Alcohol; Alkane; Ester; Ether; Ketone,aligned_chunk_14.parquet,1386,150630,C10H16O5,COC(=O)C1CC(O)CC(C(=O)OC)C1
C10H16O5,0,35359,false negative,Aldehyde; Alkane; Ester; Ether,Alkane; Ester; Ether,aligned_chunk_149.parquet,747,182511,C10H16O5,CCOC(=O)C(CCC=O)C(=O)OCC
C10H16O5,0,71211,false negative,Alcohol; Alkane; Alkene; Ester; Ether,Alcohol; Alkane; Ester; Ether,aligned_chunk_27.parquet,2084,537335,C10H16O5,CC(C)OC(=O)/C=C\C(=O)OCCCO
C26H20Cl3N3O2,1,71744,false positive,Alkane; Arene; Ether; Haloalkane,Alkane; Arene; Carbamate; Ether; Haloalkane,aligned_chunk_80.parquet,117,726277,C26H20Cl3N3O2,CC1=Nc2c(c(=O)n(C)c3nc(-c4ccc(Cl)cc4Cl)c(-c4ccc(Cl)cc4)cc23)C(C)(C)O1
C15H23NO2,0,1413,correct,Alkane; Amine; Arene; Ether,Alkane; Amine; Arene; Ether,aligned_chunk_236.parquet,713,497178,C15H23NO2,COc1ccc(C2(CN)CCCCC2)cc1OC
C15H23NO2,0,7626,correct,Alkane; Amine; Arene; Ester; Ether,Alkane; Amine; Arene; Ester; Ether,aligned_chunk_51.parquet,2848,625687,C15H23NO2,CC(NCCC(=O)OC(C)(C)C)c1ccccc1
C15H23NO2,0,8421,false positive,Alkane; Amine; Arene; Ether,Alkane; Amine; Arene; Ether; Haloalkane,aligned_chunk_200.parquet,275,370336,C15H23NO2,COc1ccc(CC(C)NCC2CC2)cc1OC
C15H23NO2,0,20667,false positive,Alkane; Amine; Arene; Ester; Ether,Alkane; Amine; Arene; Ester; Ether; Ketone,aligned_chunk_76.parquet,2907,712924,C15H23NO2,CCN(CCC(=O)OC(C)C)c1cccc(C)c1
C15H23NO2,1,22565,mixed error,Alkane; Alkene; Amine; Ether; Ketone,Alkane; Amine; Ester; Ether; Ketone,aligned_chunk_86.parquet,374,746014,C15H23NO2,O=C1CC2COCC(C1)N2C1C=CCCCCC1
C15H23NO2,0,23232,mixed error,Alcohol; Alkane; Amine; Arene; Ether,Alcohol; Alkane; Amine; Arene; Carboxylic acid,aligned_chunk_168.parquet,2922,252972,C15H23NO2,NCC1(O)CCC(COCc2ccccc2)CC1
C15H23NO2,0,23973,false negative,Alkane; Amine; Arene; Ester; Ether,Alkane; Arene; Ester; Ether,aligned_chunk_71.parquet,852,694747,C15H23NO2,CCOC(=O)CCCCCN(C)c1ccccc1
C15H23NO2,0,33854,false negative,Alcohol; Alkane; Amine; Arene; Ether; Phenol,Alcohol; Alkane; Amine; Arene; Phenol,aligned_chunk_239.parquet,3048,509134,C15H23NO2,CCC1(CC)c2cc(O)ccc2C[C@@H](OC)[C@@H]1N
C15H23NO2,0,36489,false positive,Alcohol; Alkane; Amine; Arene; Ether,Alcohol; Alkane; Amine; Arene; Ether; Haloalkane,aligned_chunk_76.parquet,142,710159,C15H23NO2,OCCc1ccc(OCCN2CCCCC2)cc1
C15H23NO2,0,66518,false negative,Alcohol; Alkane; Amine; Arene; Ether,Alcohol; Alkane; Amine; Arene,aligned_chunk_110.parquet,1143,46624,C15H23NO2,COc1ccc(CCN2CCC[C@H]2CCO)cc1
C15H23NO2,0,77745,false positive,Alkane; Arene; Carbamate; Ether,Alkane; Arene; Carbamate; Ester; Ether; Haloalkane,aligned_chunk_223.parquet,2611,453649,C15H23NO2,CCc1ccc(CCNC(=O)OC(C)(C)C)cc1
C16H14N2O2S,0,2763,false positive,Alkane; Arene; Ester; Ether; Sulfide,Alkane; Amide; Arene; Ester; Ether; Sulfide,aligned_chunk_147.parquet,1837,177089,C16H14N2O2S,COC(=O)c1ccccc1CSc1nc2ccccc2[nH]1
C16H14N2O2S,1,9942,false negative,Alcohol; Alkane; Alkene; Amine; Arene; Phenol; Sulfide,Amine; Sulfide,aligned_chunk_141.parquet,3038,158689,C16H14N2O2S,O=c1[nH]c2ccc(O)c(C3=CCNCC3)c2c2ccsc12
C16H14N2O2S,0,22235,false negative,Alcohol; Alkane; Arene; Ether; Sulfide,Alcohol; Alkane; Arene; Ether,aligned_chunk_178.parquet,2741,288698,C16H14N2O2S,OCc1nc(-c2ccc(OCc3ccccc3)cc2)ns1
C16H14N2O2S,0,31146,false positive,Alkane; Arene; Sulfide,Alkane; Amide; Arene; Sulfide,aligned_chunk_38.parquet,2182,576556,C16H14N2O2S,Cc1ccccc1CNC(=O)n1sc2ccccc2c1=O
C16H14N2O2S,0,34679,false positive,Alkane; Amine; Arene; Sulfonamide,Alkane; Amine; Arene; Ether; Haloalkane; Sulfonamide,aligned_chunk_83.parquet,479,736313,C16H14N2O2S,Cc1cccc(NS(=O)(=O)c2ccc3ccccc3c2)n1
C16H14N2O2S,0,56388,false negative,Alcohol; Alkane; Amine; Arene; Ketone; Sulfide,Alcohol; Alkane; Arene; Ketone,aligned_chunk_2.parquet,1443,365121,C16H14N2O2S,O=C(c1ccccc1)c1ccc2sc(NCCO)nc2c1
C16H14N2O2S,0,76472,correct,Alcohol; Alkane; Arene; Ether; Sulfide,Alcohol; Alkane; Arene; Ether; Sulfide,aligned_chunk_104.parquet,307,23018,C16H14N2O2S,OCc1ccc(OCc2csc(-c3ccccc3)n2)nc1
C9H10O4,0,5599,false positive,Alcohol; Alkane; Arene; Ester; Ether; Phenol,Alcohol; Alkane; Arene; Ester; Ether; Haloalkane; Phenol,aligned_chunk_214.parquet,2102,420745,C9H10O4,COC(=O)Cc1cc(O)cc(O)c1
C9H10O4,0,9928,correct,Alcohol; Alkane; Arene; Ether; Phenol,Alcohol; Alkane; Arene; Ether; Phenol,aligned_chunk_37.parquet,930,572079,C9H10O4,OCC1COc2cccc(O)c2O1
C9H10O4,0,13958,false positive,Alcohol; Aldehyde; Alkane; Arene; Ether; Phenol,Alcohol; Aldehyde; Alkane; Alkene; Arene; Ether; Phenol,aligned_chunk_86.parquet,660,746300,C9H10O4,COc1cc(C=O)cc(OC)c1O
C9H10O4,0,17206,false positive,Aldehyde; Alkane; Ether,Aldehyde; Alkane; Ether; Ketone,aligned_chunk_130.parquet,1451,118377,C9H10O4,O=CCc1ccc(C2OCCO2)o1
C9H10O4,1,39189,mixed error,Alcohol; Alkane; Arene; Carboxylic acid; Ether,Alcohol; Arene; Carboxylic acid; Haloalkane,aligned_chunk_166.parquet,8,243568,C9H10O4,COc1cc(CO)cc(C(=O)O)c1
C9H10O4,0,44208,false negative,Alcohol; Alkane; Arene; Carboxylic acid; Ether,Alcohol; Arene; Carboxylic acid; Ether,aligned_chunk_153.parquet,3008,200889,C9H10O4,COCOc1ccc(C(=O)O)cc1
C9H10O4,0,45848,false negative,Alcohol; Alkane; Arene; Carboxylic acid; Phenol,Alcohol; Arene; Carboxylic acid; Phenol,aligned_chunk_8.parquet,1493,724428,C9H10O4,CC(C(=O)O)c1ccc(O)c(O)c1
C9H10O4,0,46537,correct,Alcohol; Aldehyde; Alkane; Arene; Ether; Phenol,Alcohol; Aldehyde; Alkane; Arene; Ether; Phenol,aligned_chunk_149.parquet,2105,183869,C9H10O4,CCOc1cc(C=O)cc(O)c1O
C9H10O4,0,47260,correct,Alcohol; Alkane; Arene; Ester; Ether; Phenol,Alcohol; Alkane; Arene; Ester; Ether; Phenol,aligned_chunk_232.parquet,912,484404,C9H10O4,CCOC(=O)c1cccc(O)c1O
C9H10O4,0,54650,false negative,Alcohol; Alkane; Arene; Carboxylic acid; Ether; Phenol,Alcohol; Arene; Carboxylic acid; Phenol,aligned_chunk_113.parquet,2721,57923,C9H10O4,C[C@@H](Oc1ccc(O)cc1)C(=O)O
C9H10O4,0,64671,false negative,Alkane; Ester; Ether,Alkane,aligned_chunk_13.parquet,981,114664,C9H10O4,CCC(=O)Oc1coc(C)cc1=O
C9H10O4,0,76051,correct,Alcohol; Alkane; Arene; Ester; Ether; Phenol,Alcohol; Alkane; Arene; Ester; Ether; Phenol,aligned_chunk_67.parquet,1060,678801,C9H10O4,COC(=O)Cc1ccc(O)c(O)c1
C10H18O3,0,4024,false negative,Aldehyde; Alkane; Ester; Ether,Alkane; Ester; Ether,aligned_chunk_238.parquet,3112,505997,C10H18O3,CCC(CC=O)(C(=O)OC)C(C)C
C10H18O3,0,8526,correct,Alkane; Ester; Ether; Ketone,Alkane; Ester; Ether; Ketone,aligned_chunk_81.parquet,1057,730453,C10H18O3,CCCCOC(=O)C(=O)CCCC
C10H18O3,0,13787,correct,Alcohol; Alkane; Ester; Ether,Alcohol; Alkane; Ester; Ether,aligned_chunk_29.parquet,509,542330,C10H18O3,CCOC(=O)C1(C)CCCCC1O
C10H18O3,0,22702,correct,Alcohol; Alkane; Ester; Ether,Alcohol; Alkane; Ester; Ether,aligned_chunk_41.parquet,215,587637,C10H18O3,CCOC(=O)C1(C)CCC(O)CC1
C10H18O3,0,32570,correct,Alcohol; Alkane; Ester; Ether,Alcohol; Alkane; Ester; Ether,aligned_chunk_171.parquet,1839,264993,C10H18O3,CCOC(=O)C[C@@H]1CCCC[C@@H]1O
C10H18O3,0,33121,false negative,Alkane; Alkene; Ether,Alkane; Alkene,aligned_chunk_38.parquet,160,574534,C10H18O3,C=CCOC(=O)OC(C)(C)C(C)C
C10H18O3,0,36107,correct,Alkane; Ester; Ether; Ketone,Alkane; Ester; Ether; Ketone,aligned_chunk_224.parquet,1717,455986,C10H18O3,CC(C)COC(=O)C(=O)CC(C)C
C10H18O3,0,39998,correct,Alcohol; Alkane; Ester; Ether,Alcohol; Alkane; Ester; Ether,aligned_chunk_220.parquet,1364,442710,C10H18O3,COC(=O)C1CC(C)(C)CCC1O
C10H18O3,0,44048,correct,Alcohol; Alkane; Alkene; Carboxylic acid; Ether,Alcohol; Alkane; Alkene; Carboxylic acid; Ether,aligned_chunk_16.parquet,780,221428,C10H18O3,C=CCC[C@@H](OCC)[C@@H](C)C(=O)O
C10H18O3,0,45640,correct,Alcohol; Alkane; Ester; Ether,Alcohol; Alkane; Ester; Ether,aligned_chunk_7.parquet,152,687597,C10H18O3,CCOC(=O)C1(O)CCCCCC1
C10H18O3,0,54151,correct,Alkane; Alkene; Ester; Ether,Alkane; Alkene; Ester; Ether,aligned_chunk_81.parquet,1827,731223,C10H18O3,C=C(C)C(=O)OC(C)OCCCC
C10H18O3,0,56343,correct,Alkane; Alkene; Ester; Ether,Alkane; Alkene; Ester; Ether,aligned_chunk_22.parquet,2895,441001,C10H18O3,C=CCOC(CC)(CC)C(=O)OC
C10H18O3,0,63764,correct,Alkane; Ester; Ether; Ketone,Alkane; Ester; Ether; Ketone,aligned_chunk_204.parquet,1778,384756,C10H18O3,CC(=O)OC(CCC(C)C)C(C)=O
C10H18O3,1,66653,mixed error,Alkane; Ester; Ether; Ketone,Alkane; Ester; Ether; Sulfide,aligned_chunk_146.parquet,1033,172976,C10H18O3,CCOC(=O)C(C)C(=O)C(C)(C)C
C10H18O3,0,68841,correct,Alcohol; Alkane; Ester; Ether,Alcohol; Alkane; Ester; Ether,aligned_chunk_79.parquet,2324,722049,C10H18O3,CC(C)(C)OC(=O)C1(O)CCCC1
C12H11NO2S,0,1772,false negative,Alkane; Arene; Ester; Ether; Sulfide,Alkane; Ester; Ether; Sulfide,aligned_chunk_39.parquet,230,577864,C12H11NO2S,CCOC(=O)c1ncc(-c2ccccc2)s1
C12H11NO2S,1,16923,mixed error,Alkane; Amine; Arene; Sulfide,Alkane; Amine; Arene; Haloalkane; Hydrazine; Nitrile,aligned_chunk_89.parquet,2719,758113,C12H11NO2S,O=C=C1CC(SC(=O)c2ccccc2)CN1
C12H11NO2S,0,17274,correct,Alkane; Arene; Ester; Ether; Sulfide,Alkane; Arene; Ester; Ether; Sulfide,aligned_chunk_12.parquet,1429,79348,C12H11NO2S,CCOC(=O)c1cccc(-c2cncs2)c1
C12H11NO2S,0,18185,false negative,Alkane; Sulfide,Alkane,aligned_chunk_11.parquet,1451,43662,C12H11NO2S,CC(=O)SCc1ccc(-c2cccnc2)o1
C12H11NO2S,0,36259,false negative,Alkane; Arene; Ester; Ether; Sulfide,Alkane; Arene; Ester; Sulfide,aligned_chunk_105.parquet,1585,27540,C12H11NO2S,CCOC(=O)c1cnc(-c2ccccc2)s1
C12H11NO2S,0,48904,false positive,Alkane; Amine; Arene; Ester; Ether; Sulfide,Alkane; Alkyne; Amine; Arene; Ester; Ether; Sulfide,aligned_chunk_68.parquet,968,682006,C12H11NO2S,COC(=O)c1scc(-c2ccccc2)c1N
C12H11NO2S,0,61849,mixed error,Alkane; Alkene; Arene; Sulfone,Alkane; Amide; Arene; Haloalkane; Sulfone,aligned_chunk_58.parquet,2127,647579,C12H11NO2S,C=Cc1cnc2ccc(S(C)(=O)=O)cc2c1
C12H11NO2S,0,67161,false negative,Alcohol; Alkane; Amine; Arene; Carboxylic acid; Sulfide,Alcohol; Alkane; Amine; Arene; Carboxylic acid,aligned_chunk_73.parquet,3056,703410,C12H11NO2S,Nc1ccc(SCC(=O)O)c2ccccc12
C12H11NO2S,0,75034,correct,Alcohol; Alkane; Arene; Carboxylic acid; Sulfide,Alcohol; Alkane; Arene; Carboxylic acid; Sulfide,aligned_chunk_164.parquet,760,237746,C12H11NO2S,Cc1ccc(-c2sc(C)nc2C(=O)O)cc1
C24H22F3N3O3S,1,44513,false positive,Alcohol; Alkane; Arene; Carboxylic acid; Haloalkane; Sulfide,Alcohol; Alkane; Amide; Arene; Carboxylic acid; Ether; Haloalkane; Sulfide,aligned_chunk_177.parquet,1960,284686,C24H22F3N3O3S,O=C(O)CC1CCC(c2ncc(-c3ccc(NC(=O)Nc4cc(F)c(F)cc4F)cc3)s2)CC1
C10H8Cl2O,1,93,false negative,Alkane; Alkene; Arene; Haloalkane; Ketone,Alkane; Alkene; Arene; Haloalkane,aligned_chunk_41.parquet,610,588032,C10H8Cl2O,CC(=O)C=Cc1ccc(Cl)cc1Cl
C10H8Cl2O,0,23484,false negative,Alcohol; Alkane; Alkyne; Arene; Haloalkane,Alcohol; Alkane; Arene; Haloalkane,aligned_chunk_173.parquet,2948,272673,C10H8Cl2O,OCCC#Cc1ccc(Cl)cc1Cl
C17H14BrN3O2,1,9083,mixed error,Alkane; Arene; Haloalkane,Alkane; Alkene; Amide; Arene,aligned_chunk_243.parquet,219,522528,C17H14BrN3O2,O=c1[nH]c(=O)n(CCc2ccc(-c3ccccc3)cc2)nc1Br
C4H8N2OS2,1,34476,mixed error,Alkane; Amine; Ether; Sulfide,Alkane; Amine; Haloalkane; Sulfide,aligned_chunk_216.parquet,2140,427291,C4H8N2OS2,COC(=S)N=C(N)SC
C22H26N2O3,1,6327,mixed error,Alkane; Amide; Amine; Arene; Ether,Alkane; Arene; Carbamate; Ether; Haloalkane,aligned_chunk_25.parquet,105,528851,C22H26N2O3,COc1ccc2c(c1)CC[C@H]1CN(C(=O)[C@@H](OC)c3ccccc3)CCN21
C22H26N2O3,0,6710,correct,Alcohol; Alkane; Amide; Amine; Arene; Carboxylic acid,Alcohol; Alkane; Amide; Amine; Arene; Carboxylic acid,aligned_chunk_45.parquet,334,600453,C22H26N2O3,CC(C)NC(=O)c1cccc(C2Nc3ccc(C(=O)O)cc3CC2(C)C)c1
C22H26N2O3,0,7529,correct,Alkane; Amide; Arene; Carbamate; Ether,Alkane; Amide; Arene; Carbamate; Ether,aligned_chunk_164.parquet,395,237381,C22H26N2O3,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)N1Cc2ccccc2C1
C22H26N2O3,0,9503,false positive,Alkane; Amide; Amine; Arene; Ester; Ether,Alkane; Amide; Amine; Arene; Ester; Ether; Haloalkane,aligned_chunk_160.parquet,975,224899,C22H26N2O3,CCOC(=O)CCCc1ccc(N2Cc3cc(N(C)C)ccc3C2=O)cc1
C22H26N2O3,0,10463,correct,Alkane; Amide; Arene; Ether,Alkane; Amide; Arene; Ether,aligned_chunk_49.parquet,2072,615147,C22H26N2O3,O=C(CCc1ccccc1)N1CCN(C(=O)COCc2ccccc2)CC1
C22H26N2O3,0,14868,mixed error,Alkane; Arene; Ether; Ketone,Alkane; Amide; Arene; Ketone,aligned_chunk_149.parquet,1606,183370,C22H26N2O3,COCCn1c(-c2ccc(C(C)C)cc2)nc2cc(C(C)=O)cc(OC)c21
C22H26N2O3,0,23826,correct,Alkane; Amide; Arene; Carbamate; Ether,Alkane; Amide; Arene; Carbamate; Ether,aligned_chunk_225.parquet,520,458049,C22H26N2O3,CCC(=O)N(c1ccccc1)C1CCN(C(=O)OCc2ccccc2)CC1
C22H26N2O3,0,29631,correct,Alcohol; Alkane; Arene; Ether,Alcohol; Alkane; Arene; Ether,aligned_chunk_148.parquet,594,179127,C22H26N2O3,OCC(O)Cc1nccn1CCCc1cccc(OCc2ccccc2)c1
C22H26N2O3,0,29810,correct,Alkane; Amide; Arene,Alkane; Amide; Arene,aligned_chunk_215.parquet,64,421945,C22H26N2O3,CC1(C)CCC(C)(C)c2cc(NC(=O)c3ccc(C(=O)NO)cc3)ccc21
C22H26N2O3,0,33616,mixed error,Alkane; Amide; Amine; Arene; Ether; Ketone,Alkane; Amide; Ester; Ether,aligned_chunk_57.parquet,2425,644674,C22H26N2O3,NC(=O)c1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(CC2CCC2)CC[C@]314
C22H26N2O3,0,33625,mixed error,Alkane; Amide; Amine; Arene; Ester; Ether,Alkane; Arene; Ester; Ether; Haloalkane; Sulfide,aligned_chunk_231.parquet,715,480982,C22H26N2O3,CCOC(=O)c1ccccc1N(C)C(=O)C1CCCN1Cc1ccccc1
C22H26N2O3,0,33779,correct,Alkane; Amine; Arene; Ester; Ether,Alkane; Amine; Arene; Ester; Ether,aligned_chunk_225.parquet,388,457917,C22H26N2O3,COC(=O)COCCN1CCN2c3ccccc3Cc3ccccc3C2C1
C22H26N2O3,0,55448,mixed error,Alkane; Arene; Ether; Imine,Alkane; Alkene; Carbamate; Ether,aligned_chunk_47.parquet,842,607491,C22H26N2O3,COc1cc2c(c3c1OC(C)(C)C3)C(c1ccc(=O)n(C)c1)=NC(C)(C)C2
C22H26N2O3,0,62221,false negative,Alkane; Amide; Arene; Ether,Alkane; Amide; Arene,aligned_chunk_220.parquet,2468,443814,C22H26N2O3,CC1(C(=O)N2CCC(C3Cc4[nH]c(=O)c5ccccc5c4CO3)CC2)CC1
C22H26N2O3,0,63509,correct,Alkane; Amide; Arene; Carbamate; Ether,Alkane; Amide; Arene; Carbamate; Ether,aligned_chunk_40.parquet,3283,587389,C22H26N2O3,Cc1cccc(C(=O)Nc2ccc([C@@H]3C[C@H]3NC(=O)OC(C)(C)C)cc2)c1
C22H26N2O3,0,64658,mixed error,Alkane; Arene; Ether,Alkane; Ester; Ether; Haloalkane; Sulfide,aligned_chunk_38.parquet,2451,576825,C22H26N2O3,CCc1cc(=O)nc2n1C[C@@H](COc1ccc3c(c1)CC1CCCCC31)O2
C22H26N2O3,0,66110,false positive,Alkane; Amide; Arene; Carbamate; Ether,Alkane; Amide; Arene; Carbamate; Ether; Ketone,aligned_chunk_154.parquet,443,201584,C22H26N2O3,O=C(NC[C@@H]1CC[C@@H](C(=O)Nc2ccccc2)CC1)OCc1ccccc1
C22H26N2O3,0,71603,correct,Alcohol; Alkane; Arene; Ether; Phenol,Alcohol; Alkane; Arene; Ether; Phenol,aligned_chunk_90.parquet,1287,763139,C22H26N2O3,Cc1nc(O)c2c(n1)[C@@]1(c3ccccc3)CCC3(OCCO3)[C@@H](C)[C@@H]1CC2
C22H26N2O3,0,72611,false negative,Alcohol; Alkane; Amine; Arene; Carboxylic acid; Ether,Alcohol; Alkane; Amine; Arene; Carboxylic acid,aligned_chunk_32.parquet,1750,556590,C22H26N2O3,O=C(O)c1ccc(CN2CCOC(CN[C@@H]3C[C@H]3c3ccccc3)C2)cc1
C22H26N2O3,0,76599,correct,Alkane; Amide; Arene; Imide,Alkane; Amide; Arene; Imide,aligned_chunk_111.parquet,1377,50116,C22H26N2O3,CN(C(=O)CN1C(=O)c2ccccc2C1=O)C12CCCC(C1)C1CCC2C1
C10H9BrN2,0,780,false negative,Alkane; Arene; Haloalkane,Arene; Haloalkane,aligned_chunk_224.parquet,1617,455886,C10H9BrN2,Brc1ccc2c(C3CC3)n[nH]c2c1
C10H9BrN2,0,1663,false negative,Alkane; Arene; Haloalkane,Arene; Haloalkane,aligned_chunk_154.parquet,747,201888,C10H9BrN2,Cc1cn(-c2cccc(Br)c2)cn1
C10H9BrN2,0,16742,false negative,Alkane; Amine; Arene; Haloalkane,Amine; Arene; Haloalkane,aligned_chunk_6.parquet,1042,653038,C10H9BrN2,CNc1ccnc2cc(Br)ccc12
C10H9BrN2,0,32328,false negative,Alkane; Arene; Haloalkane,Alkane; Arene,aligned_chunk_3.parquet,2113,547224,C10H9BrN2,Cc1cnn(-c2ccccc2)c1Br
C10H9BrN2,0,53051,false negative,Alkane; Haloalkane,Alkane,aligned_chunk_241.parquet,1993,517817,C10H9BrN2,Brc1c2n(c3ccncc13)CCC2
C10H9BrN2,0,66996,false negative,Alkane; Alkene; Arene; Haloalkane,Alkane; Alkene; Arene,aligned_chunk_147.parquet,2842,178094,C10H9BrN2,C=CCn1c(Br)nc2ccccc21
C10H9BrN2,0,72097,false positive,Alkane; Arene; Haloalkane,Alkane; Arene; Ether; Haloalkane,aligned_chunk_156.parquet,975,208537,C10H9BrN2,Cc1ccc(-c2cc[nH]n2)cc1Br
C10H9BrN2,1,78637,mixed error,Alkane; Haloalkane,Alkane; Amine; Ether,aligned_chunk_42.parquet,917,591550,C10H9BrN2,Brc1c2n(c3cnccc13)CCC2
C19H18F3N5O3S,1,8122,mixed error,Alkane; Amide; Amine; Arene; Haloalkane; Sulfonamide,Alkene; Amide; Amine; Arene; Haloalkane; Sulfonamide,aligned_chunk_184.parquet,2559,311111,C19H18F3N5O3S,O=C(Nc1cnc2[nH]nc(C3CC3)c2c1)c1c(F)ccc(NS(=O)(=O)CCCF)c1F
C19H18F3N5O3S,0,24818,false positive,Alkane; Amide; Amine; Arene; Haloalkane; Sulfonamide,Alkane; Amide; Amine; Arene; Ester; Ether; Haloalkane; Sulfide; Sulfonamide,aligned_chunk_235.parquet,1173,494392,C19H18F3N5O3S,C[C@H]1CN(C(=O)c2cnn3cccnc23)CCN1S(=O)(=O)c1ccc(C(F)(F)F)cc1
C15H26N2O3,0,809,false negative,Alkane; Amide; Amine; Ester; Ether,Alkane; Amide; Amine,aligned_chunk_217.parquet,2320,430717,C15H26N2O3,COC(=O)C1CC(=O)N(C2CC(C)(C)NC(C)(C)C2)C1
C15H26N2O3,1,12633,mixed error,Alkane; Amide; Carbamate; Ether,Aldehyde; Alkane; Amide; Carbamate,aligned_chunk_93.parquet,3145,774792,C15H26N2O3,C[C@@H]1CN(C(=O)OC(C)(C)C)CC[C@H]1N1CCCC1=O
C15H26N2O3,0,29589,correct,Alkane; Amide; Carbamate; Ether,Alkane; Amide; Carbamate; Ether,aligned_chunk_244.parquet,1664,527209,C15H26N2O3,CC(C)(C)OC(=O)N1CCC(C)(C(=O)N2CCCC2)C1
